Input1,Input2,Input3,Input4,Output
25209.89,25243.55,37,22,25564.67
5107.809,5546.419,18,11,17415.01
6044.338,10938.87,26,26,23928.83
1735.91,5510.613,39,38,3645.551
509.4094,3775.79,20,11.697,0
0,0,19,35,743.2965
25862.32,15316.21,25,0,25564.67
23211.43,22341.44,41,50,7057.622
3463.984,3600.339,20,70,13379.34
24849.38,22185.68,52,7.038,25564.67
25862.32,25243.55,53,0,25564.67
21710.64,17990.95,21,25,25564.67
16177.67,25243.55,31,0,13119.26
25689.91,23748.63,45,36.784,24196.29
4784.53,12838.4,19,40,16181.11
25862.32,25100.32,31,46,25564.67
25862.32,25243.55,36,0,25564.67
24379.16,25243.55,48,35,25564.67
6743.796,4549.21,22,75,17658.83
2780.2,1756.306,21,33,0
0,3858.145,16,16,8749.619
0,0,52,37.21,0
25260.83,25243.55,47,12,4422.836
25862.32,25243.55,53,30,17373.63
25862.32,25243.55,48,14,25564.67
12811.65,13676.27,36,0,18586.84
3019.23,2400.823,32,19.5,4613.462
25862.32,25243.55,38,6.994,25564.67
13021.29,10752.68,24,0.2,11904.57
5387.984,10664.95,17,39.166,9453.017
16238.4,16879.16,23,0,17771.14
22300.37,23641.21,30,0,21588.11
25862.32,25243.55,36,56,0
25862.32,25243.55,46,47,25564.67
25862.32,25243.55,49,26,18622.31
22474.75,23186.47,24,72,25564.67
19065.63,19870.79,25,0,19443.93
25862.32,22316.37,46,53,19452.79
20586.02,20377.45,44,40,18768.61
13115.33,18920.13,25,0,4047.493
25862.32,25243.55,48,46,25564.67
2198.297,2902.113,18,58,14081.26
16614.58,572.9032,27,0,20100.04
22335.64,24883.69,24,22,25564.67
15523.27,17147.71,28,21,20920.18
25129.56,25243.55,41,22,25564.67
19345.8,19186.89,44,41,22191.02
18663.98,18972.05,30,0,22028.47
17848.92,8536.258,21,45,17308.61
25862.32,25243.55,55,67,25564.67
16790.92,102.0484,31,36,17608.59
0,1443,17,25,619.1674
797.4216,0,43,0,0
10944.46,21238.6,27,28.41,25564.67
13303.42,13285.98,25,0,14808.3
25862.32,25243.55,44,18,0
25862.32,25243.55,36,28.5,25214.45
11081.61,12206.42,21,0,18842.49
25862.32,25243.55,50,15,25564.67
2682.236,3039.968,22,30,18357.8
4118.379,3560.952,19,25,9065.853
16046.4,18674.85,28,10.4,23860.85
16955.49,21700.5,26,32,25564.67
23967.71,19331.9,43,0,25564.67
25862.32,25243.55,52,0.2,25564.67
4192.831,2082.145,22,46,0
16258,15751.26,28,41.24,25564.67
25862.32,25243.55,23,11.04,25564.67
19179.26,25243.55,27,0,25564.67
607.3727,981.0968,17,0,3592.353
25862.32,25243.55,37,24,25564.67
19108.73,24237.39,29,41,25564.67
25862.32,25243.55,54,53,0
1524.31,2662.21,17,49.833,15321.07
22502.18,22622.52,51,36,16853.47
4735.548,4391.661,19,31.5,16139.73
17143.58,0,50,30,25564.67
20893.62,4327.21,25,29,0
0,0,51,36.4,0
25862.32,25243.55,28,26,25564.67
5734.774,3419.516,48,0,8594.458
1924,3919.016,17,32,6234.528
22449.28,21408.68,46,25,19958.18
25862.32,25243.55,46,55,25564.67
666.1507,68.03226,22,34,0
109.7189,150.3871,21,36,6002.525
25862.32,22561.65,30,41.731,25564.67
25862.32,20110.69,34,0,12980.35
20850.52,20603.03,26,34.795,8230.937
8983.238,17813.71,24,35,21944.24
18861.86,18137.76,40,24.5,18037.13
16322.65,21986.95,53,32.801,18564.68
25862.32,25243.55,30,38,25564.67
13436.65,0,31,4.819,0
25862.32,25243.55,27,45.091,19371.52
10917.03,13414.89,21,5.99,5751.312
3029.026,6570.484,41,28.78,2826.891
25862.32,25243.55,46,50,25564.67
12625.52,0,31,75,0
17112.24,15855.1,32,65,25564.67
25862.32,18753.63,44,65,24178.56
18861.86,16990.16,48,40,8938.768
5777.878,4672.742,19,29,135.9508
2554.884,7472.806,21,54.08,14904.35
223.3564,7501.452,20,23,15946.15
0,630.1935,18,25.1,0
0,630.1935,16,22,3892.332
3266.098,3202.887,37,0,4511.499
7196.387,11010.48,26,99.999,20756.15
25862.32,25243.55,46,60,25564.67
12862.59,12186.73,39,20,7407.843
19537.81,19899.44,26,50,13203.49
25862.32,25243.55,53,0,25564.67
0,0,17,50,1050.664
0,0,27,40,0
4075.275,0,37,50,2240.233
25862.32,25243.55,34,0,25564.67
17598.13,22040.66,34,7,24642.57
13665.89,13622.56,55,6,0
25862.32,25243.55,38,20,25564.67
16256.04,18261.29,28,39,0
25862.32,23095.16,39,70,25564.67
23640.51,25243.55,29,0,25564.67
25862.32,25243.55,38,70,25564.67
4124.257,12193.89,20,19,23745.59
10256.76,7433.419,28,60,7455.131
18180.04,19869,29,26,18524.78
14906.1,18184.31,21,30,15443.72
10401.75,6822.919,24,0,4945.951
25862.32,25243.55,40,12,25564.67
2002.371,9150.339,35,0,9877.124
20223.55,19353.39,25,62.4,19299.11
25787.87,25243.55,53,37,25564.67
25862.32,25243.55,46,72,25564.67
25862.32,25243.55,38,6.561,25564.67
0,0,25,32,0
9353.54,10050.87,28,15,17852.41
25862.32,25243.55,46,17.115,25564.67
25862.32,25243.55,53,34,25564.67
24678.92,24500.56,33,0,25564.67
23912.85,19657.74,28,20,15000.4
25862.32,13692.39,48,47.4,24434.21
25862.32,21236.81,31,22.5,25564.67
0,0,23,0,0
16559.72,16726.98,39,8.8,16801.75
21834.07,11189.52,42,37,14670.87
17858.72,11674.69,33,27,22118.61
4173.238,7331.371,25,29.36,106.3963
19592.67,13964.52,29,20.555,21427.04
23511.2,23274.19,32,35,21427.04
16757.61,20721.19,38,17,25564.67
15968.02,24504.15,30,32,25564.67
0,0,35,60,0
0,0,16,22,3528.811
18283.88,17410.89,48,40,20230.08
25862.32,25243.55,39,3.6,25564.67
15732.91,4654.839,45,0,10052.97
15542.86,14542.79,45,50,15501.35
25862.32,25243.55,49,48,25564.67
15840.67,16845.15,23,0,21079.77
23350.54,24951.73,47,9,0
10893.52,14925.92,23,35.449,15158.52
7157.202,15378.87,37,54.9,20614.29
18262.33,19571.81,25,0,16018.56
0,16112.9,26,10.5,25564.67
25862.32,25243.55,32,0,25564.67
14435.88,14054.03,48,38,13447.31
25862.32,25243.55,51,30,25564.67
22884.24,25168.35,32,40,25564.67
25535.12,8695.597,36,31,21905.82
25862.32,25243.55,32,64,25564.67
0,0,28,0,0
23924.61,4096.258,47,115.999,17358.85
21804.68,19315.79,48,26.5,18356.32
9729.719,10536.05,27,30,25564.67
17931.21,17505.77,24,0,11669.61
0,12661.16,23,0,25564.67
25862.32,25243.55,36,52,25564.67
6884.864,12485.71,27,45,22012.22
18930.44,25243.55,53,18,13067.54
25862.32,25243.55,35,19,23252.03
8418.969,0,28,36.45,24497.75
23405.4,25243.55,51,28,1421.573
25780.03,22903.6,32,3,25564.67
4976.538,19043.66,29,5.02,15154.09
922.8147,1552.21,36,6.68,0
14320.28,6523.935,31,13.2,24447.51
25862.32,20266.45,38,32.968,25564.67
22494.34,25243.55,29,45,25564.67
17417.88,16057.4,24,0,8387.576
11996.59,12779.32,20,18,5903.518
18023.3,21059.56,28,99.999,19715.83
19565.24,15353.81,25,105.999,22556.02
25862.32,25243.55,42,29,25564.67
25862.32,25243.55,28,20,25564.67
25862.32,25243.55,30,50,25564.67
25862.32,25243.55,34,30,25564.67
23566.06,25243.55,47,5.2,25564.67
25862.32,25243.55,30,45,25564.67
3099.56,2970.145,20,51,21141.83
19578.95,18617.56,48,29,22068.37
3793.141,5646.677,19,0,3748.992
697.499,3573.484,18,40,8359.499
25668.35,21589.5,37,25,25564.67
20354.82,24445.06,46,50,25564.67
2723.381,4826.71,18,74,3703.183
0,1810.016,17,37,2371.751
20766.27,21845.52,42,99.999,24078.08
22092.69,21508.94,31,35,21938.33
3136.786,2866.306,41,25,2365.84
5920.904,5252.806,22,46.6,8817.594
25862.32,25243.55,50,0,25564.67
2188.501,1804.645,33,25,0
25862.32,18114.48,44,52,23325.91
5052.949,11067.77,22,0,10620.42
18609.12,20130.39,48,35,19955.22
176.334,6285.823,21,53,0
25862.32,25243.55,34,0,25564.67
10738.74,9760.839,22,42.9,914.7127
7637.222,12428.42,23,24,2082.117
6831.963,1505.661,23,18,18538.08
25862.32,18744.68,27,76,25564.67
13501.31,14412.1,30,50,12271.04
15262.69,10383.87,38,99.999,6241.917
12098.47,12688.02,23,28,23519.5
0,0,49,52,25564.67
18499.4,16956.15,51,38,16065.84
2453.002,5587.597,22,0,25564.67
0,3938.71,18,0,12871
25862.32,25243.55,31,30,25564.67
25862.32,25243.55,28,31,25564.67
13732.5,12252.97,23,48,12005.05
24218.5,21143.71,45,36,25564.67
7194.428,6074.565,20,99.999,4919.352
10695.64,13404.15,33,32,0
14539.72,6189.145,24,0,19606.48
23926.57,16555.11,37,38.983,19028.69
25862.32,25243.55,29,60,25564.67
10256.76,13554.53,26,42,14430
11493.06,1906.694,27,60,13419.24
12270.89,7709.129,27,38,7806.829
18530.75,17652.58,34,99.999,19832.57
25862.32,25243.55,55,24,25564.67
21873.25,16522.89,28,31.619,25564.67
18724.71,21938.61,26,22.565,25564.67
362.4644,390.2903,23,0,425.5853
19173.38,25241.76,27,29,25564.67
0,356.2742,18,0,981.2104
7921.316,950.6613,20,0.4,6794.587
25862.32,25243.55,53,40,25564.67
7035.727,827.129,21,27,14093.08
1242.175,365.2258,19,4.42,16059.93
20272.53,7123.694,35,30,6136.998
25862.32,25243.55,44,25,25564.67
7888.008,0,30,27.3,14811.25
13599.27,14496.24,50,0,20677.83
17172.97,12226.11,21,67,18706.54
21234.53,19605.82,37,20,22901.81
18775.65,15724.4,36,21,21461.02
10011.85,9288.194,27,48,5547.386
21563.69,22015.6,26,36,23690.91
5550.603,14224.11,20,12.787,17886.4
25862.32,25243.55,33,0,25564.67
2329.568,2499.29,44,13,19210.45
0,0,49,12,0
2092.497,4132.065,19,15,16170.76
3558.029,4903.694,20,25,5845.886
9453.462,9497.661,23,10,19825.18
24988.49,20459.81,22,0,24098.76
0,0,22,28.9,3864.255
25862.32,25243.55,33,21.46,25564.67
21671.45,23675.23,26,20.5,25564.67
18912.8,3118.742,40,21.776,22706.75
25862.32,25243.55,53,0,25564.67
3671.666,1869.097,20,32,25564.67
13893.16,5462.274,24,80,1895.923
8044.749,8536.258,37,99.999,0
0,0,18,99.999,7821.607
5574.114,18340.06,51,99.999,13707.39
0,0,36,80,0
11291.25,14272.45,20,50.2,17577.56
18007.62,17990.95,21,78.269,9877.124
11528.33,0,40,99.999,0
2901.674,2445.581,19,50,0
8583.548,11361.39,30,37,7357.601
5131.32,4482.968,22,42,5291.739
8156.428,9626.565,21,24,9846.092
239.0305,1391.081,17,57,7546.75
8914.664,0,42,0,3146.08
16604.79,14592.92,40,0,16089.49
22954.77,23499.77,46,0,25564.67
0,213.0484,17,49.2,3626.341
18230.98,18270.24,26,0,19500.08
3136.786,7938.29,37,43,25035.64
20039.38,25243.55,42,52.209,25564.67
0,3485.758,18,23,5980.359
0,0,17,0,8829.416
16528.37,14755.84,27,0.852,9158.949
10730.9,10734.77,51,19,23253.51
17474.7,16311.63,48,30,16040.72
0,0,36,50,9402.774
16432.37,19664.9,52,43,21861.49
23348.58,23048.61,28,99.999,24381.01
6400.925,6482.758,50,111.999,12854.74
4016.497,10632.73,21,99.999,11298.7
2423.613,10083.1,19,35,4026.805
0,630.1935,17,50,0
4974.578,5487.339,28,37,1016.676
11244.23,12310.26,21,0,1439.306
10813.19,10996.16,28,0,0
16738.02,11780.32,32,0,11130.24
3070.171,3376.548,18,35,5639.005
25862.32,25243.55,36,42,0
19240,19023.97,51,74,19418.8
4780.611,719.7097,23,40,10976.55
25862.32,25243.55,44,24.96,25564.67
21679.29,25243.55,44,25,25564.67
25862.32,25243.55,28,27,25564.67
864.0367,0,25,25.829,25564.67
6853.515,3398.032,44,35,6389.69
5327.246,5143.597,18,15,9492.916
20335.23,22747.84,36,52,20884.71
17913.58,17158.45,28,23.8,23767.75
0,1367.806,18,0,33.98771
25862.32,25243.55,50,31.9,25564.67
25862.32,25243.55,42,50,25564.67
25660.52,24321.53,45,29,25378.48
8875.479,8067.194,47,34,13512.33
25862.32,24196.21,30,40,18619.35
25862.32,25243.55,37,41,25564.67
25862.32,6384.29,28,61,25564.67
9400.562,11998.74,24,52,20704.43
0,0,36,0,0
0,0,37,5.7,1561.957
25862.32,25243.55,36,12,25564.67
558.391,243.4839,22,0,22677.19
0,0,29,99.999,12944.88
2119.927,1339.161,36,21,17264.28
25862.32,24896.23,45,31,25564.67
1857.385,3505.452,19,24.5,14929.47
17960.6,20447.27,54,99.999,20544.83
24872.89,25243.55,50,29,23191.44
25860.36,25241.76,40,38,25564.67
25862.32,25243.55,45,0,25564.67
0,0,16,60,418.1966
24314.5,24663.48,32,32,25564.67
20533.12,21933.24,25,0,25564.67
0,0,47,24,0
4659.136,680.3226,20,22,5334.593
2300.179,5678.903,18,0,18580.93
22576.63,0,28,36,9603.745
22384.62,25136.13,25,30,25564.67
16171.79,17792.23,41,26,16414.59
17788.18,15174.77,40,60,16637.72
17361.06,25243.55,26,55,25564.67
25258.87,25243.55,45,45,25564.67
21493.16,21602.03,21,50,25564.67
22662.84,24398.52,35,36,24227.33
25862.32,24650.95,50,1.5,25564.67
12905.69,14687.81,22,44,16928.84
1737.87,707.1774,32,23.1,1171.837
3332.713,0,28,45,0
21783.13,18442.11,43,25,23367.29
10489.91,8971.306,20,30,19477.91
25862.32,25243.55,31,3.6,25564.67
24941.47,20703.29,41,43,25564.67
25862.32,18553.11,39,55,25564.67
21357.97,20588.71,38,26,25564.67
14032.27,12193.89,42,40,15644.69
25862.32,25243.55,51,42,25564.67
0,3073.984,16,30,15950.58
25615.45,25243.55,51,2,25564.67
0,0,16,25,628.0338
8168.183,8718.871,48,35,8709.72
474.1426,1312.306,19,52,0
25862.32,25243.55,46,7,25564.67
18675.73,25243.55,50,30,12808.93
0,4676.323,19,65,561.5361
24271.4,25243.55,26,43.515,0
25862.32,25243.55,26,0,25564.67
18654.18,18322.16,24,45.851,21032.48
3174.012,8656.21,22,0,16933.27
195.9267,1831.5,27,0,6386.734
1728.073,5702.177,22,99.999,15310.73
13420.98,14327.95,27,22,14777.27
25862.32,25243.55,47,37,25564.67
25862.32,20873.37,50,48,24208.12
0,0,38,30,0
19970.81,19013.23,37,0,20698.52
25862.32,25243.55,29,15,25564.67
25862.32,22706.66,43,22,25564.67
25862.32,25243.55,30,8.2,25564.67
22641.29,25243.55,51,24,25016.43
25862.32,25243.55,45,90,25564.67
3175.971,7250.806,19,25.74,18792.25
25862.32,25243.55,40,29,25564.67
3714.77,3041.758,21,24,13999.98
25846.65,25243.55,33,18,22488.04
3038.823,1280.081,19,15,2609.665
25862.32,23668.06,54,15,25162.73
25862.32,25243.55,30,0,25564.67
8275.943,12167.03,21,33,25564.67
12703.89,8973.097,34,30,12556.24
25862.32,25243.55,46,15.864,25564.67
9396.644,15248.18,20,11.44,14113.77
19866.97,19120.65,50,53.5,0
25862.32,20526.05,35,33,24267.23
421.2424,1498.5,17,0,14797.95
25862.32,23537.37,51,51,25564.67
1210.827,1956.823,33,43.2,0
13824.59,9630.145,46,0,25484.87
0,0,23,99.999,18617.88
7257.124,12967.31,26,6.4,9130.873
19104.81,19596.87,29,13,25564.67
6187.365,15183.73,34,6.347,586.6575
4324.102,9050.081,20,8.9,20058.66
9065.527,13040.71,39,24,0
0,7270.5,21,6,15777.69
20877.95,21066.73,34,43,25282.42
8628.611,8677.694,23,30.5,0
16726.26,21716.61,49,0.1,22018.13
4954.986,2771.419,23,24.369,0
25862.32,19328.32,32,23,25564.67
25200.09,23986.74,31,45,25564.67
25862.32,25243.55,49,45.6,25564.67
17268.98,4400.613,22,0,2453.026
24290.99,23976,28,44,24317.47
8573.752,4293.194,24,1.2,0
24868.97,23666.27,19,0,25564.67
0,0,46,30,0
14451.55,21449.85,23,32,25564.67
25862.32,25243.55,49,0,0
8348.436,6892.742,21,53,25416.9
25862.32,23660.9,21,3.972,25564.67
18015.46,10681.06,25,0,0
25862.32,25243.55,33,36,6027.647
25862.32,25243.55,47,60,25564.67
8740.289,9449.323,19,18,20864.02
24379.16,25243.55,24,0,25564.67
25862.32,25243.55,41,22.5,25564.67
25862.32,25243.55,49,18.2,25564.67
21036.65,17387.61,23,13,25564.67
25862.32,25243.55,33,15,11672.56
21495.12,11946.82,40,6,25564.67
21064.08,25243.55,49,38,25564.67
295.8493,1190.565,18,20,16184.06
23432.83,21224.27,48,35,18552.86
25862.32,25243.55,48,50,0
25862.32,25243.55,28,45,25564.67
25862.32,25243.55,49,50,25564.67
19608.34,21285.15,36,36.163,17407.62
25862.32,25243.55,53,10,25564.67
22627.57,25243.55,29,0,24621.88
7744.982,522.7742,20,0,17033.75
17968.44,19541.37,45,45.851,19333.1
6438.151,10357.02,20,47.3,25564.67
12890.02,12501.82,53,49,25564.67
25862.32,23007.44,28,2.925,25564.67
25862.32,25243.55,24,10,25564.67
5225.365,11309.47,25,0,25106.57
19543.69,20610.19,31,33,20441.39
235.112,273.9194,20,0,5158.743
1028.615,6719.081,33,40,23076.18
0,0,17,38,16609.65
20086.4,25243.55,43,44,25564.67
22302.33,22115.85,51,45,22477.7
6551.788,7886.371,19,2.23,11406.57
37.22607,963.1935,17,38,7607.336
0,0,33,24.85,3944.052
14498.57,14421.05,43,0,12627.17
12090.64,11082.1,25,30,10386.94
5101.931,10077.73,20,16.8,16039.24
25862.32,20393.56,53,40,545.2811
3728.485,4230.532,18,19,3357.395
25862.32,25243.55,38,45,25564.67
18769.78,18118.06,44,50,13934.96
17986.07,25155.82,26,20,25564.67
16083.62,16069.94,40,43,20008.42
25862.32,25243.55,35,27.8,25564.67
2065.067,6554.371,20,75,9249.091
0,739.4032,19,0,9130.873
0,0,50,20,0
3268.057,631.9839,22,0,3985.429
24900.32,25243.55,29,27,25564.67
17897.9,7807.597,44,22,0
24984.57,23476.5,37,15,25564.67
13722.7,10641.68,36,50,12396.65
5186.179,1226.371,30,28,11214.47
642.6395,3004.161,18,30.172,0
0,0,55,0,0
25862.32,25243.55,50,24,25564.67
0,1432.258,18,45,2142.704
22655,20121.44,52,28,20930.52
0,0,26,34,0
25862.32,25243.55,52,0,19039.03
25862.32,16977.63,52,30,25564.67
0,0,19,20,23052.53
0,914.8548,45,47.223,2364.363
15237.22,7913.226,25,40,22749.6
0,0,28,60,6825.619
0,0,31,15,747.7296
23946.16,21020.18,31,43,25564.67
25862.32,24183.68,43,36.5,25564.67
0,0,29,0,0
12312.03,7474.597,33,50,25514.43
21673.41,18309.63,38,32,16917.01
20286.25,22957.31,40,0,25564.67
16538.17,2450.952,39,0,25564.67
274.2974,0,17,19,7630.98
0,0,33,20,0
6779.063,6194.516,50,13,5000.627
21265.88,11484.92,34,23,25564.67
2068.986,1312.306,19,29,8068.387
25862.32,25243.55,47,90,25564.67
0,238.1129,17,0,9475.183
12707.8,12585.97,24,31,14255.63
12568.7,15892.69,22,40,12025.74
3393.45,3226.161,55,0,6073.456
3393.45,3226.161,20,42,6073.456
12484.45,2721.29,28,12.1,0
4469.088,0,32,2.2,8628.445
7948.745,5188.355,21,0,10757.85
11357.87,4447.161,24,31.8,8488.061
11745.8,23327.9,28,33,25564.67
7217.939,8713.5,23,6.014,17865.71
18828.55,17724.19,33,0,23421.97
25862.32,25243.55,47,42,25564.67
17329.71,18748.26,35,18,20775.36
0,0,48,40,0
25862.32,21340.65,35,28,17880.49
0,0,32,23.323,0
0,3931.548,42,0,14518.66
6118.79,11363.18,26,40,14879.23
0,1768.839,18,61,3086.971
0,4710.339,55,46,0
25862.32,25243.55,55,45,25564.67
20006.07,2932.548,33,99.999,21876.26
24187.15,25191.63,25,62,24116.5
7543.177,8826.29,20,99.999,13767.98
25862.32,25243.55,30,40,25564.67
25862.32,24403.89,50,99.999,25564.67
8491.462,11842.98,22,55,13552.23
0,710.7581,17,20.8,12160.21
21332.5,20674.65,43,11.2,22898.85
25419.53,24534.58,46,90,24299.74
387.9348,161.129,32,45,2812.114
15809.32,15914.18,22,0,18430.21
23178.13,25243.55,28,28.7,23577.13
15423.35,2538.677,23,35.925,25564.67
24506.51,24462.97,46,45,25564.67
0,0,16,0,0
0,0,27,12,38.42089
25862.32,25243.55,24,90,25564.67
14281.1,288.2419,20,29,9192.937
25862.32,19761.58,26,6,25564.67
23955.96,25243.55,52,32,24075.12
19392.82,19641.63,28,0,25564.67
4022.375,7877.419,22,60.5,13937.92
25862.32,24980.37,40,30,25564.67
3230.831,4314.677,41,20,4781.923
2811.548,1588.016,43,0,0
25862.32,25243.55,32,44,0
13536.57,7940.081,22,54.39,9373.22
11545.96,8106.581,21,25,4048.971
0,0,20,52,85.70814
21963.38,16891.69,52,58,19727.65
15511.52,15591.92,44,56,21901.39
7574.525,8375.129,25,24.2,16327.4
23305.48,13158.87,42,26.5,0
0,0,17,17,427.063
25862.32,25243.55,47,32,25564.67
8093.731,8677.694,19,35,1858.98
23142.86,22053.19,51,9,18710.97
9185.043,13833.82,28,13.44,0
80.32994,0,16,9,2455.982
25862.32,19389.19,33,27,23721.94
24947.34,24620.52,27,32,11159.79
25862.32,25243.55,46,33,25564.67
15895.53,17196.05,38,0,14790.57
0,0,35,22.2,13549.27
13906.88,17776.11,34,20,16079.14
25862.32,23383.4,33,31,24740.1
0,0,28,33,1392.018
10444.85,25243.55,34,46,24573.12
25862.32,25243.55,42,0,14378.28
0,0,27,0,0
23231.03,21584.13,32,0,25564.67
25862.32,25243.55,21,30,25564.67
20915.17,11150.13,32,43.015,13787.19
18248.61,17797.6,29,26,14799.43
25862.32,25243.55,25,40,25564.67
14684.7,136.0645,49,3.83,14963.46
21932.03,11366.76,26,24,22563.41
14232.11,12537.63,20,16.8,25564.67
24959.1,22472.13,44,28,4434.657
0,4685.274,33,24,0
0,0,50,45,19231.13
17413.96,16479.92,22,16.5,25564.67
16714.51,19494.82,25,40,20518.23
1882.855,0,23,0,25564.67
9110.591,0,24,42.341,1597.422
17241.55,15575.81,44,8,15402.34
0,784.1613,18,26.253,0
0,152.1774,17,28.1,10301.23
25862.32,25243.55,50,13.5,25564.67
10728.95,10861.89,28,5.496,11799.65
23910.89,24230.23,50,26,25564.67
18597.36,10246.02,24,49,19665.59
25862.32,25222.06,28,99.999,25564.67
20439.07,19838.56,29,28,5454.289
0,5394.242,31,99.999,10388.42
16287.38,13875,36,52,0
0,1820.758,18,25,15897.38
25862.32,25243.55,35,17,25564.67
25862.32,24717.19,44,24.404,22689.01
0,100.2581,17,41.68,0
21657.74,21815.08,52,0,20469.47
3534.517,2110.79,22,40,21540.82
20425.36,20248.55,27,44.4,25564.67
22770.6,13452.48,22,25,25564.67
8985.198,12682.65,28,36,13742.86
17241.55,18288.15,24,37,19949.31
22986.12,17461.02,54,13,4564.697
1904.407,3808.016,19,49.2,3044.117
8661.919,6237.484,40,31.5,9176.682
0,531.7258,24,10,41.37634
23879.54,20500.98,37,37.5,22653.55
19735.69,18171.77,28,31,16816.53
19651.45,13907.23,28,0,4851.376
12004.43,13096.21,41,0,14957.55
23460.26,25243.55,27,21,25564.67
12758.75,24727.94,27,32,25564.67
293.89,6704.758,26,30.24,24168.22
20897.54,21483.87,25,62,24746.01
0,0,41,30,0
18336.78,18279.19,27,0,17324.87
13340.65,13398.77,24,38,19198.62
25862.32,25243.55,48,0.8,25564.67
25862.32,19706.08,47,37,25564.67
8912.705,12321,23,15.6,17428.31
11357.87,12713.08,23,50,1606.289
16643.97,19888.69,47,36,22986.04
1228.46,2853.774,18,38,4965.161
23464.18,22040.66,40,30,21681.2
10317.5,4667.371,25,23,25564.67
5760.244,9094.839,23,11,25564.67
25862.32,25243.55,54,0,25564.67
143.0265,295.4032,40,4,0
3951.841,882.629,31,36,4177.533
12151.37,1015.113,27,26.1,25564.67
17504.09,14073.73,51,4.24,19005.04
7251.246,0,23,40,7175.84
0,0,26,80,0
4081.153,2359.645,23,26,7740.332
22537.45,23279.56,47,20,25564.67
10693.68,22346.81,50,24,25564.67
